User_ID,User_Type,Start_Location,Temperature_C,Route_Preference,Hydration_Stops_Clicked,Premium_Plan_Purchased,Cooling_Kit_Revenue_AED,App_Rating
10789,Daily Commuter,Downtown Dubai,48,Shaded Walking,4,0,,5
10790,Leisure Resident,Jumeirah,33,Shaded Walking,0,0,,5
10791,Tourist,Deira,33,Metro-Taxi Combo,4,1,,5
10792,Daily Commuter,DIFC,43,Metro-Taxi Combo,1,0,45.0,5
10793,Daily Commuter,Downtown Dubai,37,Indoor Shortcut,1,0,,4
10794,Daily Commuter,Marina,41,Shaded Walking,2,0,,4
10795,Tourist,Marina,47,Indoor Shortcut,3,0,45.0,5
10796,Leisure Resident,DIFC,45,Indoor Shortcut,2,0,,5
10797,Leisure Resident,Downtown Dubai,38,Metro-Taxi Combo,7,0,,5
10798,Daily Commuter,Jumeirah,48,Shaded Walking,5,0,,3
10799,Daily Commuter,Deira,40,Shaded Walking,2,0,,5
10800,Leisure Resident,Downtown Dubai,44,Metro-Taxi Combo,3,0,,5
10801,Daily Commuter,Marina,36,Indoor Shortcut,2,0,,4
10802,Tourist,DIFC,36,Metro-Taxi Combo,2,0,,5
10803,Daily Commuter,DIFC,41,Shaded Walking,2,0,,5
10804,Daily Commuter,Deira,41,Metro-Taxi Combo,2,1,45.0,5
10805,Daily Commuter,DIFC,38,Shaded Walking,2,0,,-1
10806,Daily Commuter,DIFC,46,Indoor Shortcut,1,0,,4
10807,Leisure Resident,Downtown Dubai,38,Shaded Walking,0,0,,5
10808,Leisure Resident,Jumeirah,46,Indoor Shortcut,5,0,,5
10809,Daily Commuter,Deira,34,Indoor Shortcut,5,0,,4
10810,Tourist,Downtown Dubai,41,Shaded Walking,1,0,45.0,5
10811,Leisure Resident,Jumeirah,46,Shaded Walking,2,1,,5
10812,Leisure Resident,Downtown Dubai,34,Indoor Shortcut,0,0,,4
10813,Tourist,Downtown Dubai,37,Metro-Taxi Combo,1,0,,3
10814,Leisure Resident,DIFC,43,Shaded Walking,2,0,75.0,4
10815,Leisure Resident,Jumeirah,46,Indoor Shortcut,0,0,45.0,5
10816,Daily Commuter,Deira,37,Indoor Shortcut,2,0,,5
10817,Daily Commuter,Deira,44,Metro-Taxi Combo,4,0,,4
10818,Daily Commuter,Jumeirah,34,Shaded Walking,3,0,,4
10819,Tourist,DIFC,39,Indoor Shortcut,3,0,,4
10820,Tourist,Marina,39,Metro-Taxi Combo,5,1,,5
10821,Leisure Resident,Downtown Dubai,46,Indoor Shortcut,3,0,,5
10822,Tourist,DIFC,35,Shaded Walking,6,1,,5
10823,Tourist,Jumeirah,34,Metro-Taxi Combo,1,0,,5
10824,Daily Commuter,Downtown Dubai,44,Indoor Shortcut,4,0,,5
10825,Daily Commuter,Deira,39,Metro-Taxi Combo,0,0,,3
10826,Leisure Resident,Marina,47,Shaded Walking,2,0,,5
10827,Tourist,Deira,44,Metro-Taxi Combo,4,0,,5
10828,Tourist,Jumeirah,34,Shaded Walking,2,0,,5
10829,Daily Commuter,Downtown Dubai,47,Indoor Shortcut,3,0,,5
10830,Daily Commuter,Jumeirah,40,Shaded Walking,0,0,,5
10831,Tourist,Downtown Dubai,45,Indoor Shortcut,0,0,,5
10832,Daily Commuter,DIFC,44,Indoor Shortcut,2,1,,5
10833,Tourist,Marina,38,Shaded Walking,5,1,,-1
10834,Tourist,DIFC,46,Indoor Shortcut,1,0,,5
10835,Daily Commuter,DIFC,38,Metro-Taxi Combo,1,0,,3
10836,Daily Commuter,Jumeirah,37,Indoor Shortcut,2,0,,4
10837,Leisure Resident,Marina,33,Shaded Walking,2,0,,5
10838,Daily Commuter,Downtown Dubai,40,Metro-Taxi Combo,1,0,,2
10839,Daily Commuter,Downtown Dubai,48,Metro-Taxi Combo,0,0,,3
10840,Daily Commuter,Deira,36,Indoor Shortcut,3,0,,3
10841,Tourist,Downtown Dubai,43,Indoor Shortcut,1,0,,5
10842,Daily Commuter,Jumeirah,32,Shaded Walking,1,0,,5
10843,Tourist,DIFC,41,Metro-Taxi Combo,1,1,,4
10844,Leisure Resident,DIFC,42,Shaded Walking,2,0,,3
10845,Tourist,DIFC,47,Indoor Shortcut,2,0,,5
10846,Daily Commuter,Marina,45,Metro-Taxi Combo,2,0,75.0,4
10847,Tourist,Downtown Dubai,39,Shaded Walking,0,1,,4
10848,Leisure Resident,Jumeirah,48,Shaded Walking,3,0,,5
10849,Daily Commuter,Marina,43,Shaded Walking,4,0,,5
10850,Daily Commuter,Deira,48,Shaded Walking,1,1,75.0,4
10851,Tourist,Jumeirah,45,Shaded Walking,5,0,45.0,5
10852,Daily Commuter,Jumeirah,47,Metro-Taxi Combo,2,0,,4
10853,Tourist,Jumeirah,45,Shaded Walking,1,0,,5
10854,Leisure Resident,DIFC,40,Metro-Taxi Combo,3,0,,4
10855,Tourist,Jumeirah,35,Shaded Walking,2,0,,4
10856,Tourist,Downtown Dubai,42,Indoor Shortcut,1,0,75.0,5
10857,Tourist,Jumeirah,37,Indoor Shortcut,2,0,,5
10858,Daily Commuter,DIFC,46,Shaded Walking,1,0,75.0,4
10859,Daily Commuter,Jumeirah,36,Indoor Shortcut,4,0,,3
10860,Tourist,Deira,42,Metro-Taxi Combo,3,1,,5
10861,Daily Commuter,Deira,44,Shaded Walking,3,0,,5
10862,Daily Commuter,DIFC,42,Metro-Taxi Combo,5,0,,4
10863,Daily Commuter,Downtown Dubai,45,Shaded Walking,1,0,,5
10864,Daily Commuter,Downtown Dubai,46,Indoor Shortcut,3,0,,3
10865,Daily Commuter,Marina,40,Metro-Taxi Combo,3,0,,5
10866,Daily Commuter,DIFC,39,Indoor Shortcut,5,1,,1
10867,Tourist,Jumeirah,32,Indoor Shortcut,2,1,,4
10868,Tourist,DIFC,35,Shaded Walking,0,0,,3
10869,Leisure Resident,Marina,45,Metro-Taxi Combo,2,0,,4
10870,Leisure Resident,DIFC,33,Indoor Shortcut,4,0,,4
10871,Daily Commuter,DIFC,47,Shaded Walking,1,0,,4
10872,Tourist,Marina,34,Shaded Walking,4,0,,2
10873,Daily Commuter,Downtown Dubai,39,Shaded Walking,2,0,,4
10874,Daily Commuter,Jumeirah,37,Indoor Shortcut,1,0,,5
10875,Tourist,Marina,47,Shaded Walking,2,1,,4
10876,Tourist,Deira,47,Metro-Taxi Combo,2,0,,5
10877,Daily Commuter,Downtown Dubai,38,Metro-Taxi Combo,2,0,,4
10878,Daily Commuter,Deira,44,Indoor Shortcut,3,1,,4
10879,Tourist,Downtown Dubai,44,Metro-Taxi Combo,4,0,,5
10880,Tourist,Jumeirah,36,Shaded Walking,2,1,,5
10881,Tourist,Jumeirah,46,Indoor Shortcut,0,1,,3
10882,Daily Commuter,DIFC,33,Shaded Walking,2,0,,2
10883,Tourist,Deira,41,Indoor Shortcut,2,0,,5
10884,Tourist,Downtown Dubai,44,Indoor Shortcut,1,0,,5
10885,Daily Commuter,Jumeirah,46,Shaded Walking,1,0,,-1
10886,Tourist,Marina,43,Metro-Taxi Combo,1,0,,4
10887,Daily Commuter,Jumeirah,46,Metro-Taxi Combo,1,0,,4
10888,Tourist,Marina,44,Indoor Shortcut,2,0,,5
10889,Tourist,Downtown Dubai,46,Shaded Walking,1,1,,5
10890,Tourist,Jumeirah,42,Shaded Walking,2,0,,5
10891,Daily Commuter,Jumeirah,34,Indoor Shortcut,4,0,75.0,5
10892,Leisure Resident,Downtown Dubai,38,Metro-Taxi Combo,4,0,,5
10893,Leisure Resident,Jumeirah,45,Shaded Walking,2,1,,4
10894,Daily Commuter,Marina,45,Metro-Taxi Combo,2,1,,4
10895,Daily Commuter,Jumeirah,44,Metro-Taxi Combo,2,0,,5
10896,Tourist,Deira,43,Indoor Shortcut,0,0,,4
10897,Tourist,DIFC,40,Indoor Shortcut,1,0,45.0,4
10898,Leisure Resident,Marina,32,Metro-Taxi Combo,0,0,,1
10899,Tourist,Deira,42,Shaded Walking,1,0,45.0,4
10900,Tourist,Downtown Dubai,43,Shaded Walking,1,0,,4
10901,Tourist,Marina,32,Indoor Shortcut,3,0,,5
10902,Tourist,DIFC,48,Metro-Taxi Combo,2,0,,4
10903,Tourist,DIFC,36,Shaded Walking,2,0,,5
10904,Daily Commuter,Downtown Dubai,34,Shaded Walking,3,0,,4
10905,Daily Commuter,Downtown Dubai,33,Indoor Shortcut,1,0,,3
10906,Leisure Resident,Marina,34,Metro-Taxi Combo,6,0,,5
10907,Leisure Resident,Jumeirah,39,Shaded Walking,2,0,,5
10908,Tourist,Downtown Dubai,47,Indoor Shortcut,4,0,,3
10909,Tourist,Jumeirah,37,Shaded Walking,2,0,,5
10910,Daily Commuter,Deira,44,Shaded Walking,0,0,,4
10911,Daily Commuter,DIFC,47,Shaded Walking,3,0,75.0,-1
10912,Tourist,Jumeirah,47,Indoor Shortcut,1,0,45.0,4
10913,Daily Commuter,DIFC,34,Metro-Taxi Combo,1,0,,4
10914,Daily Commuter,Jumeirah,44,Indoor Shortcut,2,1,,5
10915,Daily Commuter,Deira,45,Metro-Taxi Combo,1,0,,5
10916,Daily Commuter,Downtown Dubai,39,Shaded Walking,3,0,,4
10917,Tourist,Deira,43,Metro-Taxi Combo,2,0,,5
10918,Leisure Resident,Downtown Dubai,39,Shaded Walking,4,0,,3
10919,Daily Commuter,Downtown Dubai,40,Shaded Walking,0,0,,5
10920,Tourist,DIFC,32,Indoor Shortcut,2,0,,3
10921,Leisure Resident,Deira,37,Shaded Walking,2,1,,5
10922,Daily Commuter,Jumeirah,42,Indoor Shortcut,2,0,,4
10923,Leisure Resident,Deira,42,Metro-Taxi Combo,3,0,75.0,4
10924,Daily Commuter,DIFC,44,Metro-Taxi Combo,3,0,,5
10925,Daily Commuter,Downtown Dubai,42,Shaded Walking,0,0,,-1
10926,Tourist,DIFC,46,Indoor Shortcut,2,0,,5
10927,Tourist,Marina,32,Shaded Walking,2,0,,3
10928,Daily Commuter,Marina,38,Indoor Shortcut,3,0,,5
10929,Daily Commuter,Jumeirah,44,Indoor Shortcut,3,0,45.0,5
10930,Tourist,DIFC,43,Indoor Shortcut,1,0,,5
10931,Tourist,Jumeirah,46,Metro-Taxi Combo,1,0,45.0,5
10932,Leisure Resident,Jumeirah,39,Indoor Shortcut,2,0,,1
10933,Leisure Resident,Marina,41,Metro-Taxi Combo,1,1,,5
10934,Daily Commuter,Jumeirah,38,Indoor Shortcut,2,1,,5
10935,Tourist,Marina,47,Metro-Taxi Combo,5,0,,3
10936,Tourist,Downtown Dubai,37,Metro-Taxi Combo,4,0,,5
10937,Tourist,DIFC,40,Metro-Taxi Combo,3,0,,5
10938,Leisure Resident,Jumeirah,44,Shaded Walking,4,0,,5
10939,Tourist,Marina,39,Indoor Shortcut,0,0,,3
10940,Daily Commuter,Deira,47,Shaded Walking,0,0,,5
10941,Tourist,Jumeirah,44,Indoor Shortcut,0,0,,4
10942,Daily Commuter,Downtown Dubai,44,Indoor Shortcut,1,0,,5
10943,Daily Commuter,Downtown Dubai,48,Shaded Walking,2,0,45.0,5
10944,Leisure Resident,Deira,36,Metro-Taxi Combo,1,0,45.0,5
10945,Tourist,Marina,48,Indoor Shortcut,1,0,,3
10946,Tourist,Jumeirah,40,Metro-Taxi Combo,0,0,,5
10947,Tourist,Marina,33,Shaded Walking,3,0,,5
10948,Leisure Resident,Downtown Dubai,40,Metro-Taxi Combo,3,0,,4
10949,Leisure Resident,Marina,37,Indoor Shortcut,2,0,75.0,5
10950,Daily Commuter,Downtown Dubai,42,Indoor Shortcut,2,0,,5
10951,Daily Commuter,Marina,37,Indoor Shortcut,1,0,,5
10952,Daily Commuter,Deira,37,Shaded Walking,0,0,,4
10953,Tourist,DIFC,44,Indoor Shortcut,1,1,,4
10954,Leisure Resident,Deira,42,Shaded Walking,0,0,,5
10955,Daily Commuter,Deira,45,Metro-Taxi Combo,4,0,45.0,4
10956,Daily Commuter,DIFC,33,Indoor Shortcut,2,0,,3
10957,Daily Commuter,DIFC,39,Indoor Shortcut,1,1,,5
10958,Tourist,Jumeirah,34,Indoor Shortcut,5,0,,3
10959,Tourist,Jumeirah,34,Metro-Taxi Combo,1,0,,5
10960,Daily Commuter,Deira,32,Indoor Shortcut,2,0,,5
10961,Tourist,Deira,48,Shaded Walking,3,1,,5
10962,Daily Commuter,Downtown Dubai,44,Metro-Taxi Combo,1,0,,5
10963,Tourist,Downtown Dubai,34,Metro-Taxi Combo,1,0,75.0,3
10964,Daily Commuter,Jumeirah,32,Metro-Taxi Combo,2,0,,4
10965,Tourist,Jumeirah,35,Metro-Taxi Combo,1,0,45.0,5
10966,Daily Commuter,Downtown Dubai,44,Metro-Taxi Combo,1,0,,4
10967,Daily Commuter,Downtown Dubai,48,Shaded Walking,2,1,,5
10968,Tourist,Marina,42,Metro-Taxi Combo,0,0,,5
10969,Daily Commuter,Marina,33,Indoor Shortcut,3,0,45.0,1
10970,Daily Commuter,Downtown Dubai,47,Metro-Taxi Combo,1,0,,5
10971,Daily Commuter,Marina,33,Metro-Taxi Combo,1,0,,3
10972,Leisure Resident,DIFC,47,Metro-Taxi Combo,1,0,45.0,3
10973,Daily Commuter,Jumeirah,40,Metro-Taxi Combo,3,0,,5
10974,Tourist,Jumeirah,32,Metro-Taxi Combo,3,0,45.0,5
10975,Tourist,Downtown Dubai,41,Shaded Walking,1,1,,5
10976,Tourist,Deira,32,Shaded Walking,2,0,45.0,4
10977,Daily Commuter,Downtown Dubai,33,Metro-Taxi Combo,2,0,,4
10978,Tourist,Marina,47,Shaded Walking,2,0,45.0,4
10979,Daily Commuter,Deira,43,Indoor Shortcut,1,0,,4
10980,Daily Commuter,Marina,39,Metro-Taxi Combo,2,0,,4
10981,Tourist,DIFC,33,Indoor Shortcut,2,1,,5
10982,Daily Commuter,Marina,44,Indoor Shortcut,0,0,,5
10983,Tourist,DIFC,37,Metro-Taxi Combo,3,0,45.0,4
10984,Tourist,DIFC,37,Indoor Shortcut,1,0,,4
10985,Daily Commuter,Marina,40,Indoor Shortcut,4,0,45.0,5
10986,Daily Commuter,Marina,47,Indoor Shortcut,3,0,,5
10987,Daily Commuter,DIFC,42,Metro-Taxi Combo,4,0,45.0,5
10988,Daily Commuter,Deira,38,Metro-Taxi Combo,3,0,,4
10989,Tourist,DIFC,41,Indoor Shortcut,0,0,,3
10990,Leisure Resident,Jumeirah,41,Metro-Taxi Combo,2,0,,5
10991,Daily Commuter,DIFC,40,Metro-Taxi Combo,2,0,,5
10992,Daily Commuter,Deira,46,Indoor Shortcut,1,0,,4
10993,Tourist,Jumeirah,35,Metro-Taxi Combo,1,0,,5
10994,Daily Commuter,Downtown Dubai,39,Shaded Walking,1,0,,4
10995,Daily Commuter,Downtown Dubai,40,Metro-Taxi Combo,4,0,,4
10996,Tourist,Deira,44,Shaded Walking,1,0,,5
10997,Leisure Resident,DIFC,40,Indoor Shortcut,2,0,,4
10998,Tourist,Marina,35,Metro-Taxi Combo,0,0,,5
10999,Leisure Resident,Deira,48,Indoor Shortcut,1,0,,4
11000,Daily Commuter,Jumeirah,47,Indoor Shortcut,4,0,,4
11001,Tourist,Jumeirah,46,Indoor Shortcut,0,0,,4
11002,Daily Commuter,Downtown Dubai,34,Indoor Shortcut,2,0,,4
11003,Leisure Resident,Jumeirah,36,Indoor Shortcut,0,1,,2
11004,Daily Commuter,Deira,36,Metro-Taxi Combo,3,0,,5
11005,Leisure Resident,Jumeirah,46,Shaded Walking,2,0,,5
11006,Daily Commuter,Deira,46,Metro-Taxi Combo,2,1,,4
11007,Daily Commuter,Marina,33,Metro-Taxi Combo,2,0,,2
11008,Leisure Resident,Downtown Dubai,44,Metro-Taxi Combo,1,0,,-1
11009,Tourist,Jumeirah,35,Metro-Taxi Combo,2,0,45.0,4
11010,Daily Commuter,Deira,41,Shaded Walking,2,0,45.0,3
11011,Tourist,DIFC,44,Metro-Taxi Combo,3,0,45.0,4
11012,Leisure Resident,Downtown Dubai,41,Indoor Shortcut,3,1,,5
11013,Leisure Resident,Marina,40,Metro-Taxi Combo,1,0,,4
11014,Tourist,Deira,39,Metro-Taxi Combo,3,0,,5
11015,Daily Commuter,Marina,34,Shaded Walking,3,0,,4
11016,Leisure Resident,Marina,47,Shaded Walking,4,0,,3
11017,Tourist,Jumeirah,45,Indoor Shortcut,0,0,,4
11018,Daily Commuter,Jumeirah,40,Metro-Taxi Combo,1,0,,5
11019,Leisure Resident,Deira,42,Metro-Taxi Combo,0,0,,5
11020,Tourist,DIFC,34,Metro-Taxi Combo,1,0,75.0,3
11021,Daily Commuter,Deira,36,Indoor Shortcut,0,0,45.0,4
11022,Tourist,DIFC,41,Shaded Walking,2,1,75.0,5
11023,Leisure Resident,Marina,44,Indoor Shortcut,5,0,,5
11024,Leisure Resident,Downtown Dubai,35,Metro-Taxi Combo,0,1,,4
11025,Leisure Resident,Deira,44,Shaded Walking,6,0,45.0,5
11026,Daily Commuter,Deira,43,Shaded Walking,0,0,75.0,4
11027,Leisure Resident,DIFC,36,Indoor Shortcut,4,0,,4
11028,Leisure Resident,Marina,41,Shaded Walking,2,1,,2
11029,Tourist,Marina,40,Shaded Walking,3,0,,5
11030,Leisure Resident,DIFC,38,Metro-Taxi Combo,1,0,,4
11031,Tourist,Marina,33,Metro-Taxi Combo,4,0,,5
11032,Daily Commuter,Jumeirah,38,Shaded Walking,2,0,,5
11033,Tourist,Downtown Dubai,39,Shaded Walking,1,0,45.0,5
11034,Tourist,Deira,38,Indoor Shortcut,0,0,,4
11035,Tourist,Downtown Dubai,45,Indoor Shortcut,3,0,,4
11036,Daily Commuter,Deira,36,Shaded Walking,4,0,,5
11037,Tourist,Jumeirah,43,Metro-Taxi Combo,2,0,,5
11038,Daily Commuter,Marina,48,Shaded Walking,4,0,,5
11039,Tourist,DIFC,44,Shaded Walking,3,0,,1
11040,Tourist,Jumeirah,33,Metro-Taxi Combo,2,0,45.0,4
11041,Daily Commuter,Downtown Dubai,44,Metro-Taxi Combo,5,0,,5
11042,Daily Commuter,DIFC,38,Indoor Shortcut,1,0,45.0,3
11043,Tourist,Marina,41,Indoor Shortcut,2,1,,5
11044,Daily Commuter,Jumeirah,37,Indoor Shortcut,2,0,,4
11045,Leisure Resident,DIFC,34,Indoor Shortcut,1,0,,1
11046,Daily Commuter,Jumeirah,34,Metro-Taxi Combo,0,0,,4
11047,Tourist,Jumeirah,42,Shaded Walking,3,0,,4
11048,Tourist,Marina,36,Indoor Shortcut,3,0,,3
11049,Leisure Resident,Deira,46,Indoor Shortcut,3,1,,5
11050,Tourist,DIFC,47,Metro-Taxi Combo,2,0,,4
11051,Leisure Resident,Marina,40,Metro-Taxi Combo,3,0,,4
11052,Daily Commuter,Jumeirah,35,Shaded Walking,3,0,,5
11053,Leisure Resident,Marina,46,Shaded Walking,0,0,,4
11054,Daily Commuter,Deira,43,Metro-Taxi Combo,1,0,,4
11055,Leisure Resident,DIFC,34,Indoor Shortcut,4,0,,5
11056,Daily Commuter,Deira,45,Indoor Shortcut,1,0,,5
11057,Daily Commuter,Downtown Dubai,48,Indoor Shortcut,2,0,,2
11058,Daily Commuter,DIFC,37,Shaded Walking,3,0,,4
11059,Daily Commuter,Deira,35,Indoor Shortcut,1,0,,5
11060,Daily Commuter,Jumeirah,38,Indoor Shortcut,1,0,75.0,4
11061,Leisure Resident,DIFC,48,Metro-Taxi Combo,4,0,75.0,5
11062,Leisure Resident,DIFC,47,Indoor Shortcut,5,0,,5
11063,Daily Commuter,Marina,46,Metro-Taxi Combo,1,1,,5
11064,Daily Commuter,Jumeirah,39,Indoor Shortcut,1,0,,4
11065,Daily Commuter,Downtown Dubai,39,Shaded Walking,5,0,,4
11066,Daily Commuter,Deira,47,Indoor Shortcut,0,0,,5
11067,Tourist,Marina,41,Indoor Shortcut,2,1,75.0,4
11068,Tourist,Deira,48,Metro-Taxi Combo,1,0,75.0,4
11069,Daily Commuter,Downtown Dubai,44,Metro-Taxi Combo,2,0,,5
11070,Tourist,Downtown Dubai,44,Metro-Taxi Combo,2,0,,4
11071,Tourist,DIFC,38,Indoor Shortcut,1,1,,4
11072,Tourist,Downtown Dubai,41,Indoor Shortcut,3,0,75.0,5
11073,Tourist,Deira,33,Shaded Walking,3,1,45.0,4
11074,Tourist,Jumeirah,35,Indoor Shortcut,3,0,,3
11075,Leisure Resident,Jumeirah,37,Shaded Walking,1,0,,4
11076,Daily Commuter,DIFC,37,Metro-Taxi Combo,0,0,,5
11077,Daily Commuter,Deira,48,Metro-Taxi Combo,2,0,,3
11078,Daily Commuter,Deira,45,Metro-Taxi Combo,1,0,,4
11079,Tourist,Downtown Dubai,42,Shaded Walking,4,0,,5
11080,Leisure Resident,Deira,33,Indoor Shortcut,4,0,45.0,5
11081,Daily Commuter,Marina,34,Metro-Taxi Combo,1,1,,4
11082,Tourist,Downtown Dubai,42,Indoor Shortcut,0,0,45.0,5
11083,Daily Commuter,Marina,37,Indoor Shortcut,2,0,,4
11084,Leisure Resident,DIFC,45,Metro-Taxi Combo,2,0,,5
11085,Leisure Resident,Jumeirah,47,Shaded Walking,4,0,,4
11086,Daily Commuter,DIFC,38,Indoor Shortcut,1,0,45.0,3
11087,Daily Commuter,Jumeirah,39,Metro-Taxi Combo,1,0,,5
11088,Tourist,DIFC,47,Indoor Shortcut,2,0,,4
11089,Leisure Resident,Deira,38,Indoor Shortcut,6,1,,4
11090,Tourist,Marina,40,Indoor Shortcut,1,1,,4
11091,Leisure Resident,Jumeirah,44,Indoor Shortcut,0,0,45.0,5
11092,Daily Commuter,Downtown Dubai,32,Indoor Shortcut,1,0,,4
11093,Daily Commuter,Marina,39,Shaded Walking,1,1,,4
11094,Daily Commuter,Downtown Dubai,35,Shaded Walking,0,0,,1
11095,Tourist,Marina,34,Metro-Taxi Combo,1,0,75.0,4
11096,Tourist,Marina,34,Shaded Walking,1,0,,4
11097,Tourist,DIFC,44,Shaded Walking,4,0,,4
11098,Tourist,Jumeirah,39,Shaded Walking,6,0,,3
11099,Daily Commuter,Jumeirah,38,Indoor Shortcut,1,0,,4
11100,Daily Commuter,Marina,32,Indoor Shortcut,1,0,,5
11101,Tourist,Deira,47,Metro-Taxi Combo,1,0,,5
11102,Leisure Resident,Deira,37,Metro-Taxi Combo,2,1,,5
11103,Leisure Resident,Downtown Dubai,38,Metro-Taxi Combo,0,0,,1
11104,Leisure Resident,Downtown Dubai,43,Indoor Shortcut,5,0,,5
11105,Leisure Resident,DIFC,40,Shaded Walking,2,0,,4
11106,Tourist,Marina,42,Shaded Walking,2,0,45.0,-1
11107,Daily Commuter,Downtown Dubai,41,Indoor Shortcut,1,1,,4
11108,Daily Commuter,Downtown Dubai,32,Metro-Taxi Combo,1,0,,4
11109,Daily Commuter,Marina,35,Metro-Taxi Combo,1,0,,4
11110,Tourist,DIFC,36,Metro-Taxi Combo,6,0,75.0,4
11111,Leisure Resident,Downtown Dubai,40,Indoor Shortcut,2,1,,5
11112,Tourist,DIFC,48,Metro-Taxi Combo,1,1,,5
11113,Tourist,Jumeirah,34,Metro-Taxi Combo,0,0,,-1
11114,Daily Commuter,DIFC,47,Indoor Shortcut,4,0,,5
11115,Daily Commuter,Deira,36,Shaded Walking,0,1,,4
11116,Daily Commuter,Deira,47,Indoor Shortcut,4,0,,3
11117,Tourist,DIFC,34,Indoor Shortcut,1,0,,-1
11118,Leisure Resident,Deira,46,Indoor Shortcut,3,1,,5
11119,Tourist,Jumeirah,34,Indoor Shortcut,2,0,,5
11120,Tourist,Marina,45,Shaded Walking,2,0,45.0,4
11121,Leisure Resident,Deira,47,Metro-Taxi Combo,3,0,,5
11122,Leisure Resident,Deira,48,Indoor Shortcut,1,0,45.0,5
11123,Leisure Resident,DIFC,45,Shaded Walking,1,0,,4
11124,Leisure Resident,Jumeirah,46,Metro-Taxi Combo,1,0,,4
11125,Daily Commuter,Marina,46,Metro-Taxi Combo,2,0,,4
11126,Daily Commuter,DIFC,37,Metro-Taxi Combo,1,0,,5
11127,Tourist,DIFC,46,Indoor Shortcut,1,0,45.0,3
11128,Daily Commuter,Jumeirah,35,Indoor Shortcut,1,0,,3
11129,Daily Commuter,Marina,39,Metro-Taxi Combo,3,0,,4
11130,Tourist,Jumeirah,46,Metro-Taxi Combo,6,0,,5
11131,Daily Commuter,Marina,34,Metro-Taxi Combo,2,0,,4
11132,Daily Commuter,Jumeirah,46,Metro-Taxi Combo,0,0,,2
11133,Tourist,DIFC,44,Metro-Taxi Combo,0,0,45.0,5
11134,Tourist,DIFC,40,Metro-Taxi Combo,3,0,,5
11135,Daily Commuter,Downtown Dubai,33,Shaded Walking,3,0,,4
11136,Tourist,Deira,39,Metro-Taxi Combo,4,0,,5
11137,Leisure Resident,Jumeirah,48,Indoor Shortcut,2,1,,5
11138,Daily Commuter,Downtown Dubai,44,Indoor Shortcut,0,0,,4
11139,Daily Commuter,Deira,32,Indoor Shortcut,2,0,45.0,4
11140,Daily Commuter,Jumeirah,33,Metro-Taxi Combo,3,0,45.0,4
11141,Leisure Resident,Marina,46,Indoor Shortcut,2,0,,4
11142,Tourist,Deira,43,Shaded Walking,1,0,45.0,4
11143,Daily Commuter,DIFC,45,Metro-Taxi Combo,2,0,,5
11144,Daily Commuter,Downtown Dubai,33,Indoor Shortcut,2,0,,4
11145,Tourist,Deira,38,Shaded Walking,1,1,,5
11146,Leisure Resident,Deira,37,Shaded Walking,1,0,,4
11147,Daily Commuter,DIFC,45,Indoor Shortcut,4,0,,5
11148,Daily Commuter,Jumeirah,39,Shaded Walking,2,0,,4
11149,Leisure Resident,Marina,33,Indoor Shortcut,4,1,,5
11150,Leisure Resident,DIFC,48,Shaded Walking,1,0,,5
11151,Daily Commuter,Marina,36,Metro-Taxi Combo,1,0,,5
11152,Leisure Resident,Jumeirah,45,Metro-Taxi Combo,3,0,45.0,4
11153,Daily Commuter,Deira,34,Metro-Taxi Combo,2,0,,5
11154,Daily Commuter,Marina,36,Metro-Taxi Combo,1,0,,5
11155,Daily Commuter,Downtown Dubai,47,Metro-Taxi Combo,1,0,,5
11156,Daily Commuter,Downtown Dubai,48,Indoor Shortcut,1,0,,3
11157,Tourist,DIFC,42,Metro-Taxi Combo,1,0,,5
11158,Leisure Resident,Jumeirah,48,Metro-Taxi Combo,0,0,,3
11159,Leisure Resident,DIFC,47,Metro-Taxi Combo,3,1,,5
11160,Tourist,DIFC,33,Metro-Taxi Combo,4,0,45.0,5
11161,Leisure Resident,DIFC,35,Shaded Walking,1,1,45.0,4
11162,Tourist,Downtown Dubai,38,Metro-Taxi Combo,3,0,,3
11163,Tourist,Downtown Dubai,33,Metro-Taxi Combo,0,0,,4
11164,Daily Commuter,DIFC,37,Indoor Shortcut,3,0,,5
11165,Tourist,Downtown Dubai,48,Shaded Walking,1,0,,2
11166,Leisure Resident,Jumeirah,38,Indoor Shortcut,2,0,,4
11167,Leisure Resident,DIFC,36,Metro-Taxi Combo,3,0,75.0,5
11168,Daily Commuter,Downtown Dubai,36,Indoor Shortcut,2,0,,4
11169,Tourist,Marina,47,Indoor Shortcut,1,1,75.0,4
11170,Tourist,DIFC,40,Metro-Taxi Combo,1,0,,5
11171,Daily Commuter,DIFC,36,Shaded Walking,2,0,,4
11172,Leisure Resident,Jumeirah,39,Shaded Walking,1,0,,4
11173,Daily Commuter,Deira,40,Indoor Shortcut,2,1,,1
11174,Tourist,Deira,36,Metro-Taxi Combo,2,0,,5
11175,Daily Commuter,Jumeirah,41,Indoor Shortcut,3,0,75.0,5
11176,Daily Commuter,Jumeirah,33,Indoor Shortcut,5,0,,3
11177,Daily Commuter,Jumeirah,40,Indoor Shortcut,2,0,,4
11178,Tourist,Deira,42,Metro-Taxi Combo,2,0,,4
11179,Daily Commuter,Jumeirah,35,Metro-Taxi Combo,1,0,,5
