User_ID,User_Type,Start_Location,Temperature_C,Route_Preference,Hydration_Stops_Clicked,Premium_Plan_Purchased,Cooling_Kit_Revenue_AED,App_Rating,Total_Revenue_AED,Heat_Severity
10511,Daily Commuter,Deira,41,Indoor Shortcut,0,0,0.0,5,0.0,Moderate Summer (<42°C)
10512,Daily Commuter,Deira,39,Indoor Shortcut,3,0,0.0,4,0.0,Moderate Summer (<42°C)
10513,Leisure Resident,Downtown Dubai,32,Metro-Taxi Combo,2,0,0.0,5,0.0,Moderate Summer (<42°C)
10514,Leisure Resident,Downtown Dubai,44,Metro-Taxi Combo,2,0,0.0,4,0.0,Extreme (>42°C)
10515,Tourist,DIFC,40,Shaded Walking,3,0,0.0,4,0.0,Moderate Summer (<42°C)
10516,Tourist,Marina,41,Metro-Taxi Combo,1,0,0.0,5,0.0,Moderate Summer (<42°C)
10517,Daily Commuter,Jumeirah,46,Indoor Shortcut,1,0,0.0,5,0.0,Extreme (>42°C)
10518,Leisure Resident,Jumeirah,36,Shaded Walking,2,1,0.0,2,20.0,Moderate Summer (<42°C)
10519,Leisure Resident,Downtown Dubai,47,Indoor Shortcut,1,0,0.0,5,0.0,Extreme (>42°C)
10520,Tourist,Jumeirah,44,Shaded Walking,0,1,0.0,5,20.0,Extreme (>42°C)
10521,Daily Commuter,Downtown Dubai,42,Indoor Shortcut,2,0,0.0,5,0.0,Moderate Summer (<42°C)
10522,Daily Commuter,DIFC,40,Metro-Taxi Combo,4,0,0.0,5,0.0,Moderate Summer (<42°C)
10523,Leisure Resident,Marina,47,Indoor Shortcut,2,0,0.0,4,0.0,Extreme (>42°C)
10524,Leisure Resident,DIFC,33,Shaded Walking,0,0,0.0,5,0.0,Moderate Summer (<42°C)
10525,Leisure Resident,Deira,33,Indoor Shortcut,1,0,0.0,4,0.0,Moderate Summer (<42°C)
10526,Daily Commuter,Deira,43,Shaded Walking,5,0,0.0,5,0.0,Extreme (>42°C)
10527,Daily Commuter,Deira,39,Indoor Shortcut,4,0,0.0,4,0.0,Moderate Summer (<42°C)
10528,Tourist,DIFC,40,Metro-Taxi Combo,4,1,0.0,4,20.0,Moderate Summer (<42°C)
10529,Tourist,Jumeirah,43,Metro-Taxi Combo,4,0,0.0,5,0.0,Extreme (>42°C)
10530,Leisure Resident,Marina,40,Indoor Shortcut,3,0,0.0,4,0.0,Moderate Summer (<42°C)
10531,Leisure Resident,Deira,41,Indoor Shortcut,2,0,0.0,4,0.0,Moderate Summer (<42°C)
10532,Leisure Resident,Deira,33,Indoor Shortcut,1,0,0.0,4,0.0,Moderate Summer (<42°C)
10533,Leisure Resident,Deira,47,Shaded Walking,1,0,0.0,5,0.0,Extreme (>42°C)
10534,Daily Commuter,Marina,38,Indoor Shortcut,1,0,0.0,5,0.0,Moderate Summer (<42°C)
10535,Daily Commuter,Deira,33,Indoor Shortcut,0,0,0.0,4,0.0,Moderate Summer (<42°C)
10536,Leisure Resident,Marina,32,Shaded Walking,1,0,0.0,4,0.0,Moderate Summer (<42°C)
10537,Leisure Resident,Deira,35,Metro-Taxi Combo,4,0,0.0,4,0.0,Moderate Summer (<42°C)
10538,Tourist,DIFC,33,Indoor Shortcut,0,0,0.0,5,0.0,Moderate Summer (<42°C)
10539,Daily Commuter,DIFC,45,Indoor Shortcut,1,0,0.0,5,0.0,Extreme (>42°C)
10540,Tourist,Marina,33,Metro-Taxi Combo,3,0,0.0,3,0.0,Moderate Summer (<42°C)
10541,Leisure Resident,DIFC,46,Metro-Taxi Combo,1,0,0.0,4,0.0,Extreme (>42°C)
10542,Daily Commuter,Marina,43,Shaded Walking,2,0,0.0,4,0.0,Extreme (>42°C)
10543,Tourist,DIFC,36,Indoor Shortcut,1,1,0.0,4,20.0,Moderate Summer (<42°C)
10544,Daily Commuter,DIFC,38,Indoor Shortcut,2,0,0.0,4,0.0,Moderate Summer (<42°C)
10545,Daily Commuter,Marina,41,Shaded Walking,3,0,0.0,5,0.0,Moderate Summer (<42°C)
10546,Daily Commuter,Jumeirah,45,Metro-Taxi Combo,1,0,0.0,4,0.0,Extreme (>42°C)
10547,Tourist,DIFC,45,Shaded Walking,5,0,0.0,5,0.0,Extreme (>42°C)
10548,Daily Commuter,Deira,36,Metro-Taxi Combo,5,0,0.0,5,0.0,Moderate Summer (<42°C)
10549,Daily Commuter,Jumeirah,45,Shaded Walking,1,0,0.0,4,0.0,Extreme (>42°C)
10550,Daily Commuter,Marina,33,Metro-Taxi Combo,0,0,0.0,5,0.0,Moderate Summer (<42°C)
10551,Daily Commuter,Jumeirah,43,Shaded Walking,1,0,0.0,5,0.0,Extreme (>42°C)
10552,Leisure Resident,Downtown Dubai,37,Metro-Taxi Combo,3,0,0.0,4,0.0,Moderate Summer (<42°C)
10553,Daily Commuter,Downtown Dubai,35,Metro-Taxi Combo,1,1,0.0,5,20.0,Moderate Summer (<42°C)
10554,Daily Commuter,DIFC,44,Metro-Taxi Combo,0,0,0.0,4,0.0,Extreme (>42°C)
10555,Leisure Resident,DIFC,35,Metro-Taxi Combo,3,1,0.0,5,20.0,Moderate Summer (<42°C)
10556,Daily Commuter,Deira,45,Metro-Taxi Combo,2,0,0.0,5,0.0,Extreme (>42°C)
10557,Tourist,Jumeirah,47,Indoor Shortcut,0,0,0.0,5,0.0,Extreme (>42°C)
10558,Tourist,Downtown Dubai,35,Metro-Taxi Combo,0,0,0.0,5,0.0,Moderate Summer (<42°C)
10559,Daily Commuter,DIFC,32,Indoor Shortcut,1,0,0.0,5,0.0,Moderate Summer (<42°C)
10560,Daily Commuter,Jumeirah,44,Metro-Taxi Combo,2,0,0.0,5,0.0,Extreme (>42°C)
10561,Daily Commuter,DIFC,35,Indoor Shortcut,1,1,0.0,5,20.0,Moderate Summer (<42°C)
10562,Tourist,DIFC,37,Indoor Shortcut,0,0,0.0,4,0.0,Moderate Summer (<42°C)
10563,Tourist,Downtown Dubai,34,Shaded Walking,3,0,0.0,5,0.0,Moderate Summer (<42°C)
10564,Tourist,Downtown Dubai,44,Metro-Taxi Combo,0,0,0.0,3,0.0,Extreme (>42°C)
10565,Daily Commuter,DIFC,47,Shaded Walking,2,0,0.0,3,0.0,Extreme (>42°C)
10566,Daily Commuter,Marina,36,Shaded Walking,1,0,0.0,5,0.0,Moderate Summer (<42°C)
10567,Daily Commuter,DIFC,35,Metro-Taxi Combo,1,0,0.0,3,0.0,Moderate Summer (<42°C)
10568,Daily Commuter,DIFC,39,Shaded Walking,3,0,0.0,4,0.0,Moderate Summer (<42°C)
10569,Leisure Resident,Deira,45,Metro-Taxi Combo,2,0,0.0,5,0.0,Extreme (>42°C)
10570,Tourist,Deira,38,Shaded Walking,3,0,0.0,1,0.0,Moderate Summer (<42°C)
10571,Daily Commuter,Deira,45,Metro-Taxi Combo,3,0,0.0,4,0.0,Extreme (>42°C)
10572,Daily Commuter,Marina,37,Metro-Taxi Combo,5,0,0.0,5,0.0,Moderate Summer (<42°C)
10573,Daily Commuter,Marina,43,Metro-Taxi Combo,2,0,0.0,5,0.0,Extreme (>42°C)
10574,Daily Commuter,DIFC,47,Indoor Shortcut,0,0,0.0,5,0.0,Extreme (>42°C)
10575,Leisure Resident,Deira,48,Shaded Walking,1,0,0.0,5,0.0,Extreme (>42°C)
10576,Leisure Resident,Marina,44,Indoor Shortcut,1,0,0.0,5,0.0,Extreme (>42°C)
10577,Tourist,Downtown Dubai,45,Shaded Walking,2,1,0.0,5,20.0,Extreme (>42°C)
10578,Leisure Resident,DIFC,38,Shaded Walking,3,0,0.0,4,0.0,Moderate Summer (<42°C)
10579,Daily Commuter,Jumeirah,45,Shaded Walking,4,0,0.0,5,0.0,Extreme (>42°C)
10580,Tourist,DIFC,46,Indoor Shortcut,0,0,0.0,5,0.0,Extreme (>42°C)
10581,Daily Commuter,Jumeirah,43,Shaded Walking,1,0,0.0,4,0.0,Extreme (>42°C)
10582,Leisure Resident,Deira,48,Indoor Shortcut,2,0,0.0,4,0.0,Extreme (>42°C)
10583,Daily Commuter,Jumeirah,40,Metro-Taxi Combo,2,0,0.0,1,0.0,Moderate Summer (<42°C)
10584,Tourist,Deira,46,Shaded Walking,3,0,0.0,5,0.0,Extreme (>42°C)
10585,Daily Commuter,Downtown Dubai,43,Shaded Walking,1,0,0.0,2,0.0,Extreme (>42°C)
10586,Tourist,Jumeirah,33,Metro-Taxi Combo,1,0,0.0,5,0.0,Moderate Summer (<42°C)
10587,Tourist,DIFC,36,Metro-Taxi Combo,2,1,0.0,5,20.0,Moderate Summer (<42°C)
10588,Tourist,Deira,44,Shaded Walking,0,0,0.0,5,0.0,Extreme (>42°C)
10589,Tourist,DIFC,39,Metro-Taxi Combo,3,0,0.0,4,0.0,Moderate Summer (<42°C)
10590,Tourist,Marina,45,Indoor Shortcut,3,0,0.0,5,0.0,Extreme (>42°C)
10591,Tourist,Deira,46,Indoor Shortcut,3,0,0.0,4,0.0,Extreme (>42°C)
10592,Daily Commuter,Jumeirah,42,Shaded Walking,3,0,0.0,5,0.0,Moderate Summer (<42°C)
10593,Tourist,Deira,32,Indoor Shortcut,2,0,0.0,5,0.0,Moderate Summer (<42°C)
10594,Tourist,DIFC,34,Indoor Shortcut,5,0,0.0,4,0.0,Moderate Summer (<42°C)
10595,Leisure Resident,Downtown Dubai,48,Shaded Walking,3,0,0.0,5,0.0,Extreme (>42°C)
10596,Daily Commuter,Deira,45,Metro-Taxi Combo,1,0,0.0,4,0.0,Extreme (>42°C)
10598,Tourist,Marina,44,Indoor Shortcut,2,0,0.0,1,0.0,Extreme (>42°C)
10599,Tourist,Downtown Dubai,34,Shaded Walking,2,0,0.0,4,0.0,Moderate Summer (<42°C)
10600,Tourist,Marina,36,Shaded Walking,0,0,0.0,4,0.0,Moderate Summer (<42°C)
10601,Tourist,Deira,40,Indoor Shortcut,1,0,0.0,1,0.0,Moderate Summer (<42°C)
10602,Tourist,DIFC,37,Indoor Shortcut,2,0,0.0,5,0.0,Moderate Summer (<42°C)
10603,Tourist,DIFC,33,Shaded Walking,1,1,0.0,5,20.0,Moderate Summer (<42°C)
10604,Tourist,Jumeirah,44,Indoor Shortcut,3,0,0.0,5,0.0,Extreme (>42°C)
10605,Tourist,DIFC,36,Indoor Shortcut,5,0,0.0,4,0.0,Moderate Summer (<42°C)
10606,Daily Commuter,Downtown Dubai,39,Indoor Shortcut,2,0,0.0,4,0.0,Moderate Summer (<42°C)
10607,Tourist,DIFC,32,Indoor Shortcut,2,0,0.0,5,0.0,Moderate Summer (<42°C)
10608,Daily Commuter,Jumeirah,43,Indoor Shortcut,2,0,0.0,4,0.0,Extreme (>42°C)
10609,Daily Commuter,Deira,42,Indoor Shortcut,1,0,0.0,5,0.0,Moderate Summer (<42°C)
10610,Daily Commuter,Deira,38,Metro-Taxi Combo,1,0,0.0,5,0.0,Moderate Summer (<42°C)
10611,Tourist,DIFC,46,Shaded Walking,3,0,0.0,3,0.0,Extreme (>42°C)
10612,Daily Commuter,Marina,42,Indoor Shortcut,4,0,0.0,5,0.0,Moderate Summer (<42°C)
10613,Daily Commuter,Deira,47,Shaded Walking,2,0,0.0,5,0.0,Extreme (>42°C)
10614,Tourist,DIFC,34,Metro-Taxi Combo,4,0,0.0,5,0.0,Moderate Summer (<42°C)
10615,Leisure Resident,Jumeirah,45,Indoor Shortcut,2,0,0.0,4,0.0,Extreme (>42°C)
10616,Leisure Resident,DIFC,34,Shaded Walking,3,1,0.0,4,20.0,Moderate Summer (<42°C)
10617,Tourist,Deira,32,Indoor Shortcut,2,0,0.0,4,0.0,Moderate Summer (<42°C)
10618,Tourist,Jumeirah,46,Indoor Shortcut,3,1,0.0,4,20.0,Extreme (>42°C)
10619,Leisure Resident,DIFC,32,Indoor Shortcut,2,0,0.0,4,0.0,Moderate Summer (<42°C)
10620,Daily Commuter,Downtown Dubai,48,Indoor Shortcut,3,0,0.0,5,0.0,Extreme (>42°C)
10621,Tourist,Jumeirah,33,Indoor Shortcut,0,0,0.0,5,0.0,Moderate Summer (<42°C)
10622,Tourist,Downtown Dubai,37,Indoor Shortcut,2,0,0.0,5,0.0,Moderate Summer (<42°C)
10623,Daily Commuter,Marina,39,Indoor Shortcut,2,0,0.0,4,0.0,Moderate Summer (<42°C)
10624,Daily Commuter,Jumeirah,47,Metro-Taxi Combo,3,0,0.0,5,0.0,Extreme (>42°C)
10625,Daily Commuter,Downtown Dubai,32,Metro-Taxi Combo,2,0,0.0,4,0.0,Moderate Summer (<42°C)
10626,Daily Commuter,Deira,34,Indoor Shortcut,0,0,0.0,5,0.0,Moderate Summer (<42°C)
10627,Daily Commuter,Deira,34,Indoor Shortcut,1,0,0.0,5,0.0,Moderate Summer (<42°C)
10628,Daily Commuter,Marina,36,Metro-Taxi Combo,4,0,0.0,5,0.0,Moderate Summer (<42°C)
10630,Tourist,Jumeirah,43,Metro-Taxi Combo,2,0,0.0,5,0.0,Extreme (>42°C)
10631,Daily Commuter,Jumeirah,44,Indoor Shortcut,1,0,0.0,4,0.0,Extreme (>42°C)
10632,Leisure Resident,Marina,40,Shaded Walking,2,0,0.0,4,0.0,Moderate Summer (<42°C)
10633,Daily Commuter,Jumeirah,38,Shaded Walking,1,0,0.0,4,0.0,Moderate Summer (<42°C)
10634,Daily Commuter,Deira,35,Shaded Walking,2,1,0.0,1,20.0,Moderate Summer (<42°C)
10635,Tourist,Downtown Dubai,37,Shaded Walking,1,0,0.0,5,0.0,Moderate Summer (<42°C)
10636,Daily Commuter,Deira,44,Indoor Shortcut,2,0,0.0,4,0.0,Extreme (>42°C)
10637,Daily Commuter,Deira,42,Shaded Walking,1,0,0.0,5,0.0,Moderate Summer (<42°C)
10638,Tourist,Downtown Dubai,44,Metro-Taxi Combo,3,0,0.0,4,0.0,Extreme (>42°C)
10639,Tourist,Deira,44,Metro-Taxi Combo,1,0,0.0,4,0.0,Extreme (>42°C)
10640,Daily Commuter,Marina,46,Shaded Walking,2,0,0.0,5,0.0,Extreme (>42°C)
10641,Tourist,Downtown Dubai,44,Metro-Taxi Combo,1,0,0.0,4,0.0,Extreme (>42°C)
10642,Tourist,Deira,42,Indoor Shortcut,0,1,0.0,5,20.0,Moderate Summer (<42°C)
10643,Tourist,DIFC,39,Shaded Walking,1,0,0.0,5,0.0,Moderate Summer (<42°C)
10644,Tourist,Deira,39,Shaded Walking,2,0,0.0,4,0.0,Moderate Summer (<42°C)
10645,Tourist,Marina,41,Indoor Shortcut,0,0,0.0,5,0.0,Moderate Summer (<42°C)
10646,Leisure Resident,Jumeirah,47,Metro-Taxi Combo,2,0,0.0,4,0.0,Extreme (>42°C)
10647,Daily Commuter,Deira,42,Indoor Shortcut,2,0,0.0,5,0.0,Moderate Summer (<42°C)
10648,Daily Commuter,Jumeirah,44,Indoor Shortcut,0,0,0.0,5,0.0,Extreme (>42°C)
10649,Daily Commuter,DIFC,40,Metro-Taxi Combo,1,0,0.0,4,0.0,Moderate Summer (<42°C)
10650,Daily Commuter,Deira,47,Indoor Shortcut,2,0,0.0,5,0.0,Extreme (>42°C)
10651,Tourist,Downtown Dubai,38,Metro-Taxi Combo,0,0,0.0,4,0.0,Moderate Summer (<42°C)
10652,Daily Commuter,Jumeirah,43,Metro-Taxi Combo,4,1,75.0,5,95.0,Extreme (>42°C)
10653,Daily Commuter,DIFC,46,Indoor Shortcut,4,0,0.0,5,0.0,Extreme (>42°C)
10654,Daily Commuter,Downtown Dubai,45,Metro-Taxi Combo,1,0,0.0,5,0.0,Extreme (>42°C)
10655,Daily Commuter,Downtown Dubai,42,Indoor Shortcut,2,0,0.0,5,0.0,Moderate Summer (<42°C)
10656,Tourist,Downtown Dubai,41,Metro-Taxi Combo,3,1,0.0,4,20.0,Moderate Summer (<42°C)
10658,Daily Commuter,Deira,37,Metro-Taxi Combo,3,0,0.0,4,0.0,Moderate Summer (<42°C)
10659,Daily Commuter,Deira,33,Metro-Taxi Combo,1,0,0.0,5,0.0,Moderate Summer (<42°C)
10660,Daily Commuter,Deira,42,Indoor Shortcut,3,1,0.0,4,20.0,Moderate Summer (<42°C)
10662,Leisure Resident,DIFC,45,Shaded Walking,1,0,0.0,5,0.0,Extreme (>42°C)
10663,Daily Commuter,DIFC,37,Shaded Walking,1,0,0.0,5,0.0,Moderate Summer (<42°C)
10664,Tourist,Marina,48,Metro-Taxi Combo,3,0,0.0,3,0.0,Extreme (>42°C)
10665,Tourist,DIFC,41,Metro-Taxi Combo,0,0,0.0,5,0.0,Moderate Summer (<42°C)
10666,Tourist,Deira,32,Shaded Walking,3,0,0.0,5,0.0,Moderate Summer (<42°C)
10667,Tourist,Deira,34,Indoor Shortcut,0,0,0.0,5,0.0,Moderate Summer (<42°C)
10668,Tourist,Marina,39,Shaded Walking,2,0,0.0,4,0.0,Moderate Summer (<42°C)
10669,Tourist,Marina,39,Shaded Walking,0,0,0.0,4,0.0,Moderate Summer (<42°C)
10670,Tourist,DIFC,46,Metro-Taxi Combo,0,0,0.0,3,0.0,Extreme (>42°C)
10671,Tourist,Jumeirah,38,Metro-Taxi Combo,0,0,0.0,4,0.0,Moderate Summer (<42°C)
10672,Leisure Resident,Marina,42,Shaded Walking,1,1,0.0,4,20.0,Moderate Summer (<42°C)
10673,Tourist,Downtown Dubai,38,Indoor Shortcut,1,0,0.0,4,0.0,Moderate Summer (<42°C)
10674,Daily Commuter,Deira,35,Shaded Walking,3,1,0.0,4,20.0,Moderate Summer (<42°C)
10675,Daily Commuter,Downtown Dubai,43,Shaded Walking,1,1,0.0,4,20.0,Extreme (>42°C)
10676,Leisure Resident,Deira,37,Indoor Shortcut,0,0,0.0,3,0.0,Moderate Summer (<42°C)
10677,Tourist,Deira,45,Shaded Walking,3,0,0.0,5,0.0,Extreme (>42°C)
10678,Daily Commuter,Marina,43,Shaded Walking,2,1,0.0,5,20.0,Extreme (>42°C)
10679,Leisure Resident,Marina,42,Metro-Taxi Combo,1,0,0.0,4,0.0,Moderate Summer (<42°C)
10680,Leisure Resident,Downtown Dubai,36,Indoor Shortcut,1,0,0.0,5,0.0,Moderate Summer (<42°C)
10681,Leisure Resident,Deira,45,Metro-Taxi Combo,3,0,0.0,5,0.0,Extreme (>42°C)
10682,Tourist,Downtown Dubai,47,Metro-Taxi Combo,3,0,0.0,5,0.0,Extreme (>42°C)
10683,Tourist,Jumeirah,44,Indoor Shortcut,1,0,0.0,4,0.0,Extreme (>42°C)
10684,Daily Commuter,Downtown Dubai,35,Indoor Shortcut,2,0,0.0,4,0.0,Moderate Summer (<42°C)
10685,Leisure Resident,DIFC,42,Shaded Walking,3,0,0.0,5,0.0,Moderate Summer (<42°C)
10686,Daily Commuter,Downtown Dubai,48,Metro-Taxi Combo,2,0,0.0,4,0.0,Extreme (>42°C)
10687,Daily Commuter,DIFC,38,Indoor Shortcut,1,0,0.0,2,0.0,Moderate Summer (<42°C)
10688,Tourist,DIFC,45,Metro-Taxi Combo,2,0,0.0,3,0.0,Extreme (>42°C)
10689,Daily Commuter,DIFC,42,Metro-Taxi Combo,1,0,0.0,2,0.0,Moderate Summer (<42°C)
10691,Tourist,Downtown Dubai,44,Shaded Walking,4,0,0.0,4,0.0,Extreme (>42°C)
10692,Daily Commuter,Downtown Dubai,42,Metro-Taxi Combo,1,1,0.0,5,20.0,Moderate Summer (<42°C)
10694,Tourist,Deira,32,Shaded Walking,1,0,0.0,5,0.0,Moderate Summer (<42°C)
10695,Tourist,Marina,35,Metro-Taxi Combo,4,0,0.0,2,0.0,Moderate Summer (<42°C)
10696,Daily Commuter,Downtown Dubai,45,Indoor Shortcut,2,0,0.0,3,0.0,Extreme (>42°C)
10697,Tourist,Marina,45,Metro-Taxi Combo,0,0,0.0,4,0.0,Extreme (>42°C)
10698,Daily Commuter,Jumeirah,34,Indoor Shortcut,1,0,0.0,4,0.0,Moderate Summer (<42°C)
10699,Tourist,Deira,48,Indoor Shortcut,0,0,0.0,5,0.0,Extreme (>42°C)
10700,Daily Commuter,Deira,34,Metro-Taxi Combo,3,0,0.0,4,0.0,Moderate Summer (<42°C)
10701,Daily Commuter,Deira,47,Metro-Taxi Combo,1,0,0.0,5,0.0,Extreme (>42°C)
10702,Tourist,Jumeirah,45,Indoor Shortcut,2,0,0.0,5,0.0,Extreme (>42°C)
10703,Tourist,DIFC,44,Shaded Walking,2,0,0.0,5,0.0,Extreme (>42°C)
10704,Tourist,DIFC,46,Metro-Taxi Combo,3,0,0.0,5,0.0,Extreme (>42°C)
10705,Tourist,Marina,45,Indoor Shortcut,2,0,0.0,3,0.0,Extreme (>42°C)
10706,Leisure Resident,DIFC,37,Indoor Shortcut,1,0,0.0,4,0.0,Moderate Summer (<42°C)
10707,Tourist,DIFC,41,Shaded Walking,4,0,0.0,3,0.0,Moderate Summer (<42°C)
10708,Leisure Resident,Deira,46,Shaded Walking,2,0,0.0,3,0.0,Extreme (>42°C)
10709,Tourist,Deira,37,Shaded Walking,2,0,0.0,5,0.0,Moderate Summer (<42°C)
10710,Daily Commuter,Marina,41,Metro-Taxi Combo,1,0,0.0,4,0.0,Moderate Summer (<42°C)
10711,Daily Commuter,Downtown Dubai,38,Indoor Shortcut,4,0,0.0,4,0.0,Moderate Summer (<42°C)
10713,Daily Commuter,Marina,48,Indoor Shortcut,3,0,0.0,4,0.0,Extreme (>42°C)
10714,Daily Commuter,Jumeirah,40,Shaded Walking,2,0,0.0,5,0.0,Moderate Summer (<42°C)
10715,Tourist,Jumeirah,41,Indoor Shortcut,1,0,0.0,3,0.0,Moderate Summer (<42°C)
10716,Leisure Resident,Marina,41,Metro-Taxi Combo,1,0,0.0,4,0.0,Moderate Summer (<42°C)
10717,Leisure Resident,Marina,38,Shaded Walking,0,0,0.0,5,0.0,Moderate Summer (<42°C)
10718,Leisure Resident,Marina,47,Shaded Walking,1,1,0.0,5,20.0,Extreme (>42°C)
10719,Tourist,DIFC,37,Shaded Walking,1,1,45.0,4,65.0,Moderate Summer (<42°C)
10720,Daily Commuter,Jumeirah,32,Shaded Walking,1,0,0.0,3,0.0,Moderate Summer (<42°C)
10721,Leisure Resident,Marina,32,Metro-Taxi Combo,3,0,0.0,4,0.0,Moderate Summer (<42°C)
10722,Tourist,Deira,43,Indoor Shortcut,2,0,0.0,3,0.0,Extreme (>42°C)
10723,Tourist,Deira,33,Metro-Taxi Combo,3,0,0.0,4,0.0,Moderate Summer (<42°C)
10724,Daily Commuter,DIFC,35,Indoor Shortcut,0,0,0.0,5,0.0,Moderate Summer (<42°C)
10725,Daily Commuter,DIFC,48,Metro-Taxi Combo,1,0,0.0,3,0.0,Extreme (>42°C)
10726,Leisure Resident,Downtown Dubai,35,Shaded Walking,1,0,0.0,4,0.0,Moderate Summer (<42°C)
10727,Tourist,Downtown Dubai,42,Shaded Walking,5,0,0.0,5,0.0,Moderate Summer (<42°C)
10728,Daily Commuter,Downtown Dubai,35,Metro-Taxi Combo,5,0,0.0,4,0.0,Moderate Summer (<42°C)
10729,Tourist,DIFC,32,Metro-Taxi Combo,3,0,0.0,1,0.0,Moderate Summer (<42°C)
10731,Tourist,DIFC,40,Metro-Taxi Combo,2,0,0.0,4,0.0,Moderate Summer (<42°C)
10732,Leisure Resident,Deira,34,Metro-Taxi Combo,2,0,0.0,5,0.0,Moderate Summer (<42°C)
10733,Daily Commuter,DIFC,39,Indoor Shortcut,2,0,0.0,4,0.0,Moderate Summer (<42°C)
10734,Daily Commuter,Deira,35,Indoor Shortcut,0,0,0.0,4,0.0,Moderate Summer (<42°C)
10735,Daily Commuter,Downtown Dubai,42,Indoor Shortcut,2,0,0.0,4,0.0,Moderate Summer (<42°C)
10736,Leisure Resident,Downtown Dubai,45,Metro-Taxi Combo,1,0,0.0,4,0.0,Extreme (>42°C)
10737,Daily Commuter,Downtown Dubai,47,Indoor Shortcut,2,1,45.0,2,65.0,Extreme (>42°C)
10738,Leisure Resident,Marina,34,Shaded Walking,2,1,0.0,4,20.0,Moderate Summer (<42°C)
10739,Daily Commuter,Marina,46,Shaded Walking,4,0,0.0,5,0.0,Extreme (>42°C)
10740,Daily Commuter,Jumeirah,35,Shaded Walking,4,0,0.0,5,0.0,Moderate Summer (<42°C)
10741,Daily Commuter,Jumeirah,36,Metro-Taxi Combo,2,0,0.0,3,0.0,Moderate Summer (<42°C)
10742,Tourist,Jumeirah,48,Shaded Walking,2,0,0.0,5,0.0,Extreme (>42°C)
10743,Daily Commuter,Marina,38,Metro-Taxi Combo,4,1,0.0,5,20.0,Moderate Summer (<42°C)
10744,Daily Commuter,Marina,47,Metro-Taxi Combo,2,0,0.0,5,0.0,Extreme (>42°C)
10745,Tourist,Jumeirah,45,Shaded Walking,4,1,0.0,3,20.0,Extreme (>42°C)
10746,Leisure Resident,Jumeirah,47,Indoor Shortcut,0,0,0.0,5,0.0,Extreme (>42°C)
10747,Daily Commuter,DIFC,38,Metro-Taxi Combo,0,0,0.0,4,0.0,Moderate Summer (<42°C)
10748,Daily Commuter,Jumeirah,40,Shaded Walking,2,0,0.0,4,0.0,Moderate Summer (<42°C)
10749,Leisure Resident,DIFC,35,Metro-Taxi Combo,2,0,0.0,5,0.0,Moderate Summer (<42°C)
10750,Daily Commuter,Deira,42,Indoor Shortcut,3,0,0.0,5,0.0,Moderate Summer (<42°C)
10751,Tourist,Marina,33,Indoor Shortcut,3,0,0.0,5,0.0,Moderate Summer (<42°C)
10752,Leisure Resident,Jumeirah,43,Shaded Walking,4,0,0.0,5,0.0,Extreme (>42°C)
10753,Daily Commuter,Marina,43,Metro-Taxi Combo,1,0,0.0,1,0.0,Extreme (>42°C)
10754,Tourist,Marina,35,Metro-Taxi Combo,2,0,0.0,5,0.0,Moderate Summer (<42°C)
10755,Tourist,Marina,38,Metro-Taxi Combo,1,0,0.0,3,0.0,Moderate Summer (<42°C)
10756,Daily Commuter,Deira,32,Metro-Taxi Combo,1,0,0.0,4,0.0,Moderate Summer (<42°C)
10757,Daily Commuter,Downtown Dubai,44,Shaded Walking,5,0,0.0,5,0.0,Extreme (>42°C)
10758,Daily Commuter,Jumeirah,37,Indoor Shortcut,1,0,0.0,4,0.0,Moderate Summer (<42°C)
10759,Leisure Resident,Downtown Dubai,37,Shaded Walking,3,1,45.0,5,65.0,Moderate Summer (<42°C)
10760,Daily Commuter,Downtown Dubai,43,Metro-Taxi Combo,1,0,0.0,4,0.0,Extreme (>42°C)
10761,Tourist,Downtown Dubai,39,Metro-Taxi Combo,0,0,0.0,5,0.0,Moderate Summer (<42°C)
10762,Tourist,Marina,36,Indoor Shortcut,1,0,0.0,4,0.0,Moderate Summer (<42°C)
10763,Tourist,DIFC,36,Metro-Taxi Combo,0,0,0.0,4,0.0,Moderate Summer (<42°C)
10764,Daily Commuter,Marina,41,Shaded Walking,1,0,0.0,5,0.0,Moderate Summer (<42°C)
10765,Tourist,Marina,32,Shaded Walking,3,1,0.0,3,20.0,Moderate Summer (<42°C)
10766,Daily Commuter,Downtown Dubai,41,Indoor Shortcut,2,1,0.0,5,20.0,Moderate Summer (<42°C)
10767,Daily Commuter,Marina,36,Shaded Walking,1,0,0.0,5,0.0,Moderate Summer (<42°C)
10768,Leisure Resident,Downtown Dubai,43,Shaded Walking,3,0,0.0,5,0.0,Extreme (>42°C)
10769,Tourist,DIFC,38,Shaded Walking,3,0,0.0,5,0.0,Moderate Summer (<42°C)
10770,Leisure Resident,Jumeirah,40,Shaded Walking,0,0,0.0,4,0.0,Moderate Summer (<42°C)
10771,Tourist,Downtown Dubai,43,Metro-Taxi Combo,2,0,0.0,5,0.0,Extreme (>42°C)
10772,Leisure Resident,DIFC,32,Shaded Walking,1,0,0.0,3,0.0,Moderate Summer (<42°C)
10773,Tourist,Jumeirah,42,Indoor Shortcut,2,0,0.0,4,0.0,Moderate Summer (<42°C)
